Task_ID,CPU_Usage (%),RAM_Usage (MB),Disk_IO (MB/s),Network_IO (MB/s),Priority,VM_ID,Execution_Time (s),Target (Optimal Scheduling)
0.0008500425021251062,0.71875,0.11165017957280574,0.6914893617021276,0.2916666666666667,0.5,0.22222222222222143,0.48666666666666664,0.0
0.0009000450022501125,0.484375,0.7860248251527944,0.6595744680851063,0.3958333333333333,1.0,0.0,0.6622222222222223,0.0
0.0009500475023751188,0.40625,0.792577657362485,0.1276595744680851,0.4791666666666667,0.5,0.11111111111111072,0.9866666666666666,0.0
0.001000050002500125,0.53125,0.2250015752000504,0.9468085106382979,0.8124999999999999,0.5,0.0,0.20777777777777778,1.0
0.0010500525026251313,0.4375,0.2814567450066159,0.9893617021276596,0.04166666666666667,0.5,0.11111111111111072,0.8677777777777778,0.0
0.0011000550027501375,0.265625,0.1461155566756978,0.6170212765957447,0.10416666666666667,1.0,0.44444444444444464,0.14666666666666667,1.0
0.0011500575028751438,0.265625,0.925965597630899,0.22340425531914895,0.8958333333333333,1.0,0.44444444444444464,0.10222222222222221,1.0
0.00120006000300015,0.640625,0.48484657551509036,0.9468085106382979,0.0,0.5,0.5555555555555554,0.6111111111111112,0.0
0.0012500625031251563,0.890625,0.4041333249322664,0.5425531914893617,0.8749999999999999,0.0,0.7777777777777768,0.5799999999999998,0.0
0.0013000650032501625,0.0625,0.8332808266649864,0.45744680851063824,0.4375,0.0,0.7777777777777768,0.3188888888888889,1.0
0.0013500675033751687,0.765625,0.40929998109759935,0.3723404255319149,0.7499999999999999,0.5,0.6666666666666661,0.8444444444444443,0.0
0.001400070003500175,0.359375,0.9485224623527188,0.7021276595744681,0.6458333333333333,1.0,0.5555555555555554,0.25999999999999995,1.0
0.0014500725036251812,0.09375,0.1539915569277298,0.05319148936170213,0.5416666666666666,0.5,1.0,0.7688888888888887,0.0
0.0015000750037501875,0.84375,0.8163316741226135,0.925531914893617,0.3333333333333333,0.5,0.0,0.19555555555555554,1.0
0.0015500775038751937,0.375,0.49900635265467197,0.5425531914893617,0.9374999999999999,1.0,0.44444444444444464,0.6622222222222223,0.0
0.0016000800040002,1.0,0.847961691134774,0.7872340425531914,0.10416666666666667,0.0,0.5555555555555554,0.1422222222222222,1.0
0.0016500825041252062,0.4986378726117835,0.1107050595425619,0.0,0.7916666666666666,0.5,1.0,0.38222222222222224,1.0
0.0017000850042502124,0.984375,0.019091424610925584,0.6595744680851063,0.8124999999999999,1.0,0.3333333333333339,0.22444444444444445,1.0
0.0017500875043752187,0.890625,0.6660575893138428,0.9999999999999999,0.6041666666666666,0.0,0.3333333333333339,0.8366666666666664,0.0
0.001800090004500225,0.625,0.4644319828618234,0.9787234042553191,0.6874999999999999,1.0,0.3333333333333339,0.02888888888888888,1.0
0.0018500925046252312,0.828125,0.16312771722008695,0.1595744680851064,0.5009532679901985,0.5,0.5003168250792065,0.6788888888888889,0.0
0.0019000950047502374,0.140625,0.23848528763152918,0.11702127659574468,0.5416666666666666,0.5,0.8888888888888893,0.44888888888888884,0.0
0.0019500975048752439,0.375,0.5138302564425682,0.01063829787234042,0.4166666666666667,1.0,0.5555555555555554,0.9333333333333333,0.0
0.0020001000050002497,0.015625,0.30905424988973595,0.28723404255319146,0.6249999999999999,1.0,1.0,0.18222222222222223,1.0
0.002050102505125256,0.046875,0.5413017453216558,0.6276595744680851,0.5009532679901985,1.0,0.5003168250792065,0.43111111111111106,1.0
0.002100105005250262,0.78125,0.46304580681746577,0.9999999999999999,0.9791666666666666,0.0,0.22222222222222143,0.8622222222222222,0.0
0.0021501075053752686,0.15625,0.4922815197530086,0.8404255319148936,0.0625,1.0,1.0,0.5799999999999998,0.0
0.0022001100055002746,0.9375,0.6043097473379119,0.9574468085106383,0.8958333333333333,1.0,0.8888888888888893,0.35777777777777775,1.0
0.002250112505625281,0.234375,0.19425367021611745,0.46808510638297873,0.24999999999999997,0.0,0.8888888888888893,0.8488888888888888,0.0
0.002300115005750287,0.4375,0.9480814063386049,0.7553191489361701,0.5009532679901985,1.0,0.5003168250792065,0.19999999999999996,1.0
0.0023501175058752936,0.609375,0.3950601726419255,0.8085106382978723,0.5208333333333333,1.0,0.0,0.7655555555555555,0.0
0.0024001200060002996,0.4986378726117835,0.670027093440867,0.1595744680851064,0.3541666666666667,0.0,0.5555555555555554,0.7888888888888888,0.0
0.002450122506125306,0.171875,0.0894713628630836,0.8085106382978723,0.7499999999999999,0.0,0.0,0.022222222222222227,1.0
0.002500125006250312,0.0,0.7487240879591708,0.925531914893617,0.20833333333333331,0.5,0.0,0.9822222222222221,0.0
0.0025501275063753185,0.234375,0.5731207863398651,0.05319148936170213,0.5833333333333333,0.5,0.5555555555555554,0.30777777777777776,1.0
0.0026001300065003246,0.0625,0.10402621132883877,0.9468085106382979,0.20833333333333331,0.0,0.5555555555555554,0.9844444444444442,0.0
0.002650132506625331,0.796875,0.011782496377039882,0.42553191489361697,0.16666666666666666,0.0,0.44444444444444464,0.35444444444444445,1.0
0.002700135006750337,0.0,0.7344842795034969,0.5319148936170213,0.4375,0.5,0.6666666666666661,0.12444444444444444,1.0
0.0027501375068753435,0.03125,0.7182282149833028,0.7021276595744681,0.4583333333333333,0.5,0.5555555555555554,0.9044444444444444,0.0
0.0028001400070003495,0.875,0.3195135782244345,0.8297872340425532,0.3958333333333333,0.0,0.7777777777777768,0.04666666666666666,1.0
0.002850142507125356,0.109375,0.14088589250834854,0.9361702127659574,0.20833333333333331,0.5,0.3333333333333339,0.7388888888888889,0.0
0.002900145007250362,0.40625,0.2691071766114297,0.32978723404255317,0.20833333333333331,1.0,0.6666666666666661,0.2311111111111111,1.0
0.0029501475073753685,0.96875,0.6172263877512444,0.553191489361702,0.8333333333333333,0.0,0.7777777777777768,0.881111111111111,0.0
0.0030001500075003745,0.484375,0.8003276416104845,0.8829787234042553,0.8124999999999999,1.0,0.6666666666666661,0.6588888888888889,0.0
0.003050152507625381,0.640625,0.25908890429084497,0.6808510638297872,0.5208333333333333,0.5,1.0,0.5866666666666667,0.0
0.003100155007750387,0.140625,0.49900635265467197,0.32978723404255317,0.5416666666666666,1.0,1.0,0.43,1.0
0.0031501575078753934,0.015625,0.5442001134144036,0.1702127659574468,0.8541666666666666,1.0,0.5555555555555554,0.508888888888889,0.0
0.0032001600080004,0.203125,0.8507340432234893,0.5638297872340425,0.6249999999999999,0.5,0.11111111111111072,0.3355555555555555,1.0
0.003250162508125406,0.96875,0.4224056455169807,0.11702127659574468,0.6249999999999999,0.5,0.8888888888888893,0.16888888888888887,1.0
0.0033001650082504124,0.734375,0.9080083170562661,0.9999999999999999,0.22916666666666666,1.0,0.8888888888888893,0.3133333333333333,1.0
0.0033501675083754184,0.28125,0.1682313653834037,0.10638297872340427,0.3958333333333333,1.0,0.44444444444444464,0.7088888888888889,0.0
0.003400170008500425,0.40625,0.6412954445214541,0.8191489361702127,0.16666666666666666,0.0,0.5555555555555554,0.6966666666666665,0.0
0.003450172508625431,0.3125,0.5409867053115746,0.9680851063829786,0.14583333333333331,0.5,0.6666666666666661,0.7522222222222221,0.0
0.0035001750087504373,0.34375,0.2183857349883435,0.276595744680851,0.5833333333333333,1.0,0.3333333333333339,0.5933333333333333,0.0
0.0035501775088754434,0.375,0.043916577405330476,0.5744680851063829,0.7291666666666666,1.0,0.7777777777777768,0.11888888888888888,1.0
0.00360018000900045,0.03125,0.2284040073089282,0.3191489361702127,0.4583333333333333,0.5,0.11111111111111072,0.6866666666666665,0.0
0.003650182509125456,0.03125,0.7208745510679856,0.8617021276595744,0.4583333333333333,0.0,0.5555555555555554,0.22888888888888886,1.0
0.0037001850092504623,0.0,0.7663033205217062,0.9574468085106383,0.0,0.5,1.0,0.7188888888888889,0.0
0.0037501875093754683,0.984375,0.6615840211706886,0.26595744680851063,0.04166666666666667,1.0,0.0,0.9122222222222223,0.0
0.003800190009500475,0.46875,0.37489761199672356,0.42553191489361697,0.6874999999999999,1.0,0.22222222222222143,0.10666666666666666,1.0
0.003850192509625481,0.890625,0.3110074979522399,0.6914893617021276,0.9999999999999999,1.0,0.5555555555555554,0.4066666666666667,1.0
0.003900195009750487,0.5625,0.6339865162875685,0.8829787234042553,0.5208333333333333,0.5,0.44444444444444464,0.40111111111111114,1.0
0.003950197509875494,0.796875,0.4357633419444269,0.5851063829787234,0.4583333333333333,1.0,0.11111111111111072,0.8400000000000001,0.0
0.0040002000100005,0.546875,0.4016760128536324,0.5744680851063829,0.2916666666666667,0.5,0.5555555555555554,0.5255555555555556,0.0
0.004050202510125506,0.90625,0.8381954508222543,0.13829787234042554,0.4166666666666667,1.0,0.0,0.18,1.0
0.004100205010250512,0.21875,0.4012349568395186,0.925531914893617,0.24999999999999997,0.0,0.3333333333333339,0.3011111111111111,1.0
0.004150207510375519,0.6875,0.140255812488186,0.8191489361702127,0.9166666666666666,1.0,0.3333333333333339,0.8522222222222222,0.0
0.004200210010500525,0.6875,0.644445844622267,0.6063829787234042,0.0625,0.0,0.8888888888888893,0.8244444444444443,0.0
0.004250212510625531,0.890625,0.5654338100938818,0.9999999999999999,0.020833333333333332,0.5,0.6666666666666661,0.16666666666666669,1.0
0.004300215010750537,0.53125,0.8630206036166592,0.031914893617021274,0.6041666666666666,1.0,0.3333333333333339,0.8266666666666667,0.0
0.004350217510875544,0.453125,0.3706760758616344,0.6063829787234042,0.7083333333333333,1.0,0.0,0.3766666666666666,1.0
0.00440022001100055,0.9375,0.816709722134711,0.6170212765957447,0.5624999999999999,0.0,0.5555555555555554,0.9422222222222221,0.0
0.004450222511125556,0.203125,0.7839455610862579,0.5638297872340425,0.4583333333333333,1.0,1.0,0.9722222222222221,0.0
0.004500225011250562,0.0625,0.3662025077184803,0.2553191489361702,0.7708333333333333,0.5,0.22222222222222143,0.7744444444444443,0.0
0.004550227511375569,0.890625,0.36569844370235016,0.7021276595744681,0.04166666666666667,0.5,0.5555555555555554,0.27666666666666667,1.0
0.004600230011500575,0.875,0.7650431604813811,0.7872340425531914,0.7291666666666666,0.0,0.7777777777777768,0.6111111111111112,0.0
0.004650232511625581,0.34375,0.8145674500661584,0.1276595744680851,0.3333333333333333,1.0,0.7777777777777768,0.2677777777777778,1.0
0.004700235011750587,0.796875,0.6303950601726419,0.5744680851063829,0.7499999999999999,1.0,0.0,0.7566666666666666,0.0
0.004750237511875594,0.03125,0.15021107680675444,0.8404255319148936,0.20833333333333331,0.0,0.7777777777777768,0.08222222222222222,1.0
0.0048002400120006,0.328125,0.5270619368659819,0.23404255319148934,0.49999999999999994,0.5,0.11111111111111072,0.3311111111111111,1.0
0.004850242512125606,0.375,0.993636191796358,0.351063829787234,0.20833333333333331,0.5,0.6666666666666661,0.6344444444444444,0.0
0.004900245012250613,0.9375,0.1994833343834667,0.8191489361702127,0.6874999999999999,0.5,0.8888888888888893,0.6388888888888888,0.0
0.004950247512375619,0.953125,0.056455169806565425,0.0,0.5833333333333333,1.0,0.11111111111111072,0.23555555555555557,1.0
0.005000250012500625,0.75,0.7317119274147816,0.06382978723404256,0.9791666666666666,1.0,0.11111111111111072,0.5777777777777777,0.0
0.005050252512625631,0.171875,0.1423980845567387,0.9042553191489361,0.7708333333333333,1.0,0.8888888888888893,0.17777777777777776,1.0
0.005100255012750638,0.109375,0.1606073971394367,0.32978723404255317,0.9583333333333333,0.0,0.44444444444444464,0.7522222222222221,0.0
0.005150257512875644,0.375,0.024699136790372375,0.0425531914893617,0.7916666666666666,0.0,0.11111111111111072,0.7177777777777776,0.0
0.00520026001300065,0.59375,0.7377606956083422,0.7340425531914894,0.10416666666666667,0.0,0.5555555555555554,0.04777777777777778,1.0
0.005250262513125656,0.75,0.9340306218889799,0.351063829787234,0.6249999999999999,1.0,0.5555555555555554,0.0677777777777778,1.0
0.005300265013250663,0.28125,0.6304580681746581,0.26595744680851063,0.3958333333333333,0.5,0.3333333333333339,0.29888888888888887,1.0
0.005350267513375669,0.140625,0.27124944867998235,0.031914893617021274,0.9374999999999999,0.0,0.3333333333333339,0.21666666666666667,1.0
0.005400270013500675,0.265625,0.16041837313338794,0.851063829787234,0.6249999999999999,0.0,0.5555555555555554,0.42444444444444446,1.0
0.005450272513625681,0.703125,0.07812992250015752,0.276595744680851,0.16666666666666666,1.0,0.3333333333333339,0.47888888888888886,0.0
0.005500275013750688,0.5,0.9291159977317118,0.4787234042553191,0.375,1.0,0.5003168250792065,0.09222222222222223,1.0
0.005550277513875694,0.59375,0.06704051414529645,0.553191489361702,0.4375,0.5,0.11111111111111072,0.6488888888888888,0.0
0.0056002800140007,1.0,0.288135593220339,0.3191489361702127,0.6458333333333333,1.0,0.3333333333333339,0.33888888888888885,1.0
0.005650282514125706,0.5,0.5387184172389893,0.6914893617021276,0.5624999999999999,0.0,1.0,0.12111111111111109,1.0
0.005700285014250713,0.625,0.0540608657299477,0.07446808510638298,0.9583333333333333,1.0,0.22222222222222143,0.7844444444444445,0.0
0.005750287514375719,0.890625,0.4171129733476151,0.6914893617021276,0.9166666666666666,0.5,0.0,0.9788888888888889,0.0
0.005800290014500725,0.59375,0.6288198601222355,0.14893617021276595,0.8333333333333333,1.0,0.7777777777777768,0.27222222222222225,1.0
0.005850292514625731,0.953125,0.8134333060298657,0.23404255319148934,0.8124999999999999,0.0,0.3333333333333339,0.5155555555555555,0.0
0.005900295014750738,1.0,0.7143847268603112,0.5744680851063829,0.020833333333333332,0.5,0.7777777777777768,0.7999999999999998,0.0
0.005950297514875744,0.359375,0.6616470291727049,0.42553191489361697,0.9791666666666666,0.0,0.5555555555555554,0.6655555555555555,0.0
0.00600030001500075,0.03125,0.5850292987209376,0.648936170212766,0.49999999999999994,0.5,0.44444444444444464,0.16777777777777775,1.0
0.006050302515125756,0.75,0.12859933211517863,0.09574468085106383,0.7708333333333333,1.0,0.5555555555555554,0.38999999999999996,1.0
0.006100305015250763,0.390625,0.2569466322222922,0.4148936170212766,0.375,0.5,0.7777777777777768,0.9222222222222223,0.0
0.006150307515375769,0.09375,0.6251653960052926,0.6170212765957447,0.7083333333333333,0.0,0.8888888888888893,0.5566666666666666,0.0
0.006200310015500775,0.421875,0.29254615336147693,0.8297872340425532,0.9166666666666666,0.5,0.5555555555555554,0.2822222222222222,1.0
0.006250312515625781,0.1875,0.7242139751748472,0.40425531914893614,0.22916666666666666,1.0,0.8888888888888893,0.8644444444444443,0.0
0.006300315015750788,0.59375,0.6274966920798941,0.4148936170212766,0.2916666666666667,0.0,0.8888888888888893,0.8944444444444444,0.0
0.006350317515875794,0.53125,0.09829248314535946,0.20212765957446807,0.3125,0.0,0.3333333333333339,0.31,1.0
0.0064003200160008,0.0,0.38762522840400726,0.7234042553191489,0.6874999999999999,0.5,0.8888888888888893,0.27888888888888885,1.0
0.006450322516125807,0.65625,0.808833721882679,0.26595744680851063,0.7708333333333333,1.0,0.5555555555555554,0.15555555555555556,1.0
0.006500325016250813,0.59375,0.19538781425241006,0.46808510638297873,0.0,0.5,0.8888888888888893,0.32888888888888884,1.0
0.006550327516375819,0.96875,0.9145611492659568,0.45744680851063824,0.14583333333333331,1.0,0.8888888888888893,0.1422222222222222,1.0
0.006600330016500825,0.46875,0.270178312645706,0.6063829787234042,0.16666666666666666,0.0,0.7777777777777768,0.5111111111111111,0.0
0.006650332516625832,0.234375,0.8325247306407914,0.553191489361702,0.9791666666666666,0.5,0.5555555555555554,0.5822222222222222,0.0
0.006700335016750838,0.4375,0.8956587486610799,0.5744680851063829,0.8541666666666666,1.0,0.44444444444444464,0.014444444444444426,1.0
0.006750337516875844,0.5625,0.3645642996660575,0.23404255319148934,0.2708333333333333,1.0,0.22222222222222143,0.01999999999999999,1.0
0.00680034001700085,0.890625,0.6475962447230798,0.021276595744680847,0.5833333333333333,0.5,0.0,0.3011111111111111,1.0
0.006850342517125857,0.625,0.7339172074853506,0.01063829787234042,0.7499999999999999,0.0,1.0,0.9488888888888887,0.0
0.006900345017250863,0.84375,0.48761892760380565,0.32978723404255317,0.9999999999999999,0.5,0.6666666666666661,0.6611111111111112,0.0
0.006950347517375869,0.265625,0.6537710289206728,0.7021276595744681,0.5208333333333333,1.0,0.5003168250792065,0.018888888888888872,1.0
0.007000350017500875,0.4986378726117835,0.05399785772793145,0.5212765957446808,0.22916666666666666,1.0,0.0,0.5733333333333333,0.0
0.007050352517625882,0.515625,0.5070884002268288,0.031914893617021274,0.0,0.5,0.5555555555555554,0.17555555555555558,1.0
0.007100355017750888,0.59375,0.8777014680864469,0.19148936170212766,0.4375,0.0,0.6666666666666661,0.16999999999999998,1.0
0.007150357517875894,0.0,0.2876945372062252,0.925531914893617,0.12499999999999999,1.0,0.8888888888888893,0.041111111111111126,1.0
0.0072003600180009,0.109375,0.6419255245416168,0.1276595744680851,0.2708333333333333,0.0,0.8888888888888893,0.9033333333333333,0.0
0.0072503625181259065,0.640625,0.3238611303635561,0.26595744680851063,0.4166666666666667,1.0,0.6666666666666661,0.2577777777777778,1.0
0.0073003650182509126,0.21875,0.12481885199420326,0.0425531914893617,0.08333333333333333,0.5,1.0,0.39666666666666667,1.0
0.007350367518375919,0.453125,0.4396068300674185,0.28723404255319146,0.8749999999999999,0.0,1.0,0.9733333333333332,0.0
0.007400370018500925,0.4375,0.16974355743179384,0.9574468085106383,0.2708333333333333,0.5,0.44444444444444464,0.2533333333333333,1.0
0.0074503725186259315,0.0,0.6177934597693907,0.851063829787234,0.4375,1.0,0.0,0.7655555555555555,0.0
0.0075003750187509375,0.0,0.31264570600466257,0.5,0.0,1.0,0.22222222222222143,0.9088888888888889,0.0
0.0075503775188759436,0.171875,0.18568458194190662,0.7340425531914894,0.7291666666666666,0.0,0.8888888888888893,0.7644444444444445,0.0
0.00760038001900095,0.890625,0.28681242517799754,0.0425531914893617,0.2708333333333333,0.0,1.0,0.19222222222222218,1.0
0.0076503825191259565,0.53125,0.5646777140696868,0.22340425531914895,0.3333333333333333,0.0,0.3333333333333339,0.07999999999999999,1.0
0.0077003850192509625,0.703125,0.06269296200617479,0.13829787234042554,0.18749999999999997,1.0,0.0,0.5766666666666667,0.0
0.0077503875193759685,0.265625,0.8021548736689559,0.7872340425531914,0.6666666666666666,0.0,0.5555555555555554,0.7477777777777779,0.0
0.0078003900195009745,0.125,0.09520509104656291,0.32978723404255317,0.8333333333333333,1.0,0.6666666666666661,0.9366666666666665,0.0
0.00785039251962598,0.015625,0.20269674248629577,0.5957446808510638,0.4166666666666667,1.0,0.7777777777777768,0.7666666666666666,0.0
0.007900395019750987,0.28125,0.7594354483019343,0.851063829787234,0.020833333333333332,1.0,0.8888888888888893,0.7644444444444445,0.0
0.007950397519875994,0.546875,0.46840148698884754,0.5319148936170213,0.3958333333333333,1.0,0.11111111111111072,0.3211111111111111,1.0
0.008000400020001,0.328125,0.2513389200428454,0.5106382978723404,0.9999999999999999,1.0,0.22222222222222143,0.37333333333333335,1.0
0.008050402520126006,0.078125,0.8665490517295696,0.5744680851063829,0.0625,0.0,0.7777777777777768,0.23555555555555557,1.0
0.008100405020251012,0.796875,0.7225757671224246,0.6595744680851063,0.2708333333333333,0.5,0.8888888888888893,0.024444444444444435,1.0
0.008150407520376018,0.171875,0.10686157141957028,0.9999999999999999,0.5833333333333333,0.5,0.5555555555555554,0.6199999999999999,0.0
0.008200410020501024,0.28125,0.023628000756096022,0.031914893617021274,0.8333333333333333,1.0,1.0,0.6177777777777778,0.0
0.00825041252062603,0.734375,0.3287127465188079,0.38297872340425526,0.5416666666666666,0.5,0.0,0.9444444444444444,0.0
0.008300415020751038,0.03125,0.7338541994833343,0.9893617021276596,0.8124999999999999,0.5,0.11111111111111072,0.35777777777777775,1.0
0.008350417520876044,0.578125,0.9398273580744754,0.8936170212765957,0.08333333333333333,1.0,0.22222222222222143,0.03888888888888889,1.0
0.00840042002100105,0.53125,0.18763783000441056,0.22340425531914895,0.5416666666666666,0.5,0.8888888888888893,0.8655555555555554,0.0
0.008450422521126056,0.84375,0.2497007119904228,0.3936170212765957,0.14583333333333331,1.0,0.3333333333333339,0.6655555555555555,0.0
0.008500425021251062,0.046875,0.6876693340054186,0.6170212765957447,0.5833333333333333,1.0,0.3333333333333339,0.1122222222222222,1.0
0.008550427521376068,0.5625,0.9427887341692395,0.28723404255319146,0.12499999999999999,0.0,1.0,0.5555555555555556,0.0
0.008600430021501074,0.9375,0.2973347615147124,0.8404255319148936,0.4166666666666667,0.5,1.0,0.10222222222222221,1.0
0.00865043252162608,0.484375,0.6957343582634994,0.3404255319148936,0.0,0.0,0.11111111111111072,0.4777777777777777,0.0
0.008700435021751088,0.296875,0.10270304328649738,0.9999999999999999,0.2916666666666667,0.5,1.0,0.6155555555555556,0.0
0.008750437521876094,0.703125,0.9942662718165206,0.28723404255319146,0.5208333333333333,0.0,0.6666666666666661,0.8999999999999999,0.0
0.0088004400220011,0.78125,0.8024069056770209,0.351063829787234,0.0,1.0,0.0,0.5788888888888888,0.0
0.008850442522126106,0.609375,0.6454539726545271,0.7978723404255319,0.3333333333333333,0.5,0.6666666666666661,0.1988888888888889,1.0
0.008900445022251112,0.703125,0.4701657110453027,0.6595744680851063,0.3125,0.5,0.8888888888888893,0.9299999999999997,0.0
0.008950447522376118,0.40625,0.9297460777518745,0.3404255319148936,0.2916666666666667,0.5,0.11111111111111072,0.22888888888888886,1.0
0.009000450022501124,0.609375,0.656732405015437,0.05319148936170213,0.3125,0.5,1.0,0.5166666666666666,0.0
0.00905045252262613,0.140625,0.7736752567576082,0.8085106382978723,0.8541666666666666,0.0,0.8888888888888893,0.6255555555555554,0.0
0.009100455022751138,0.4986378726117835,0.2567576082162435,0.07446808510638298,0.12499999999999999,1.0,0.44444444444444464,0.7322222222222221,0.0
0.009150457522876144,0.890625,0.3706760758616344,0.8829787234042553,0.10416666666666667,1.0,0.7777777777777768,0.971111111111111,0.0
0.00920046002300115,0.796875,0.33658874677083983,0.7872340425531914,0.5208333333333333,0.5,0.0,0.8888888888888888,0.0
0.009250462523126156,0.03125,0.5249826727994454,0.6170212765957447,0.20833333333333331,0.0,0.44444444444444464,0.6388888888888888,0.0
0.009300465023251162,0.046875,0.9371180139877764,0.7446808510638298,0.6458333333333333,0.5,0.0,0.6611111111111112,0.0
0.009350467523376168,0.15625,0.626488564047634,0.5425531914893617,0.04166666666666667,1.0,0.22222222222222143,0.9488888888888887,0.0
0.009400470023501174,0.609375,0.34717409110957087,0.9148936170212766,0.6458333333333333,1.0,1.0,0.4533333333333333,0.0
0.00945047252362618,0.921875,0.4697876630332052,0.14893617021276595,0.10416666666666667,0.0,0.11111111111111072,0.38111111111111107,1.0
0.009500475023751188,0.4375,0.5993951231806439,0.11702127659574468,0.6666666666666666,0.0,0.3333333333333339,0.4122222222222222,1.0
0.009550477523876194,0.796875,0.9393232940583454,0.1595744680851064,0.22916666666666666,1.0,0.3333333333333339,0.49555555555555547,0.0
0.0096004800240012,0.1875,0.5253607208115431,0.851063829787234,0.7291666666666666,1.0,1.0,0.041111111111111126,1.0
0.009650482524126206,0.0,0.9856341755402936,0.6914893617021276,0.6249999999999999,1.0,0.6666666666666661,0.7088888888888889,0.0
0.009700485024251212,0.734375,0.6343015562976497,0.8723404255319148,0.3958333333333333,1.0,0.0,0.3611111111111111,1.0
0.009750487524376218,0.265625,0.2263247432423918,0.031914893617021274,0.8333333333333333,1.0,0.22222222222222143,0.9944444444444442,0.0
0.009800490024501224,0.65625,0.48478356751307417,0.6595744680851063,0.8958333333333333,1.0,0.5555555555555554,0.7566666666666666,0.0
0.009850492524626232,0.71875,0.24844055195009765,0.6914893617021276,0.4166666666666667,0.5,0.44444444444444464,0.16888888888888887,1.0
0.009900495024751238,0.375,0.47167790309369284,0.2978723404255319,0.3125,0.5,0.44444444444444464,0.08444444444444443,1.0
0.009950497524876244,0.65625,0.5728057463297839,0.7659574468085106,0.7916666666666666,0.5,0.22222222222222143,0.08444444444444443,1.0
0.01000050002500125,0.15625,0.2798185369541931,0.44680851063829785,0.0,0.5,0.11111111111111072,0.45888888888888885,0.0
0.010050502525126256,0.65625,0.4605254867368156,0.36170212765957444,0.8958333333333333,0.5,0.0,0.1011111111111111,1.0
0.010100505025251262,0.28125,0.8116690819734106,0.07446808510638298,0.16666666666666666,0.5,0.3333333333333339,0.6111111111111112,0.0
0.010150507525376268,0.359375,0.8136853380379307,0.3191489361702127,0.7708333333333333,1.0,0.7777777777777768,0.9388888888888887,0.0
0.010200510025501274,0.375,0.7701468086446979,0.8191489361702127,0.6249999999999999,0.5,0.0,0.1122222222222222,1.0
0.010250512525626282,0.0,0.43053367777707763,0.3085106382978723,0.4375,0.0,0.6666666666666661,0.6299999999999999,0.0
0.010300515025751288,0.625,0.6828807258521832,0.32978723404255317,0.22916666666666666,0.5,0.7777777777777768,0.24222222222222223,1.0
0.010350517525876294,0.21875,0.4271312456681998,0.8191489361702127,0.3541666666666667,0.0,0.6666666666666661,0.6588888888888889,0.0
0.0104005200260013,0.34375,0.038371873227899936,0.7446808510638298,0.3958333333333333,1.0,0.0,0.48000000000000004,0.0
0.010450522526126306,0.40625,0.8054942977758175,0.6595744680851063,0.49999999999999994,0.5,0.6666666666666661,0.2611111111111111,1.0
0.010500525026251312,0.0,0.2605380883372188,0.10638297872340427,0.2916666666666667,0.0,0.22222222222222143,0.17666666666666664,1.0
0.010550527526376318,0.828125,0.09892256316552203,0.22340425531914895,0.3125,0.0,1.0,0.3311111111111111,1.0
